"FNAME","LONGITUDE_X","LATITUDE_Y"
"현저공중화장실",126.95309628703177,37.57300890004683
"낙성대주민센터",126.95835922433731,37.47640417784122
"난향동주민센터",126.91880246903088,37.46161421567795
"까치공중화장실",126.90411913569802,37.57996975524052
"신시동주민센터",126.91806847137848,37.48546324368973
"방화6종합사회복지관",126.81089630604896,37.57801594377557
"대조공중화장실",126.91994121818752,37.615440406592384
"개화산역",126.80612119316983,37.57231164249288
"강서도서관",126.8600201706601,37.54802039355148
"민들레공중화장실",127.05618670181305,37.662852584183796
"기린공중화장실",127.05929573442373,37.65199148084617
"채송화공중화장실",127.05716173313365,37.65172097220305
"방화1치안센터",126.81385354529544,37.57422157803833
"온곡공중화장실",127.06106503585984,37.65990114083283
"공항동우체국",126.81195339135567,37.56152358576096
"가양4종합사회복지관",126.85262827325367,37.56475474140296
"응암공중화장실",126.92360645975825,37.601653174316034
"계남공원A화장실",126.8457850870958,37.51424264819341
"삼성동주민센터",126.93297207448776,37.470155138236365
"계남공원B화장실",126.85711632907271,37.51067944679676
"난곡동주민센터",126.92166234137264,37.47097279181987
"포수동공중화장실",126.91943698678645,37.598133591858684
"강서구민올림픽체육센터",126.85061157110704,37.559816527473565
"참다래공중화장실",126.9173800767276,37.59540047192787
"마곡배드민턴장",126.83254604631632,37.57352436020521
"연서공중화장실",126.91678626231877,37.60406225993946
"마곡레포츠센터",126.83208248568063,37.573230808453985
"역마을공중화장실",126.91850389694277,37.60112462482888
"신사동 공영주차장",126.9154641870346,37.48442562714175
"칼산교통공원화장실",126.87060239992682,37.510091062984344
"사랑공중화장실",127.06024384335143,37.64713320917413
"화곡지구대",126.85001592656808,37.55169437189157
"산철쭉공중화장실",127.05555158402969,37.67033631160349
"유광사산부인과병원",126.83880620552519,37.54370964910327
"불암산관리사무실화장실",127.08327415375649,37.66258367889293
"한울공원화장실",126.83257539991904,37.51990767288259
"신림3동공영주차장",126.92319048991928,37.4722936831448
"양지공원화장실",126.83098401130455,37.522203719132044
"백석공중화장실",126.85534256139874,37.54189044583249
"광진구우체국",127.09066753840702,37.537838255773345
"까치산공중화장실",126.84407684204604,37.5367521262983
"신정6동트레일러형화장실",126.87241241207579,37.511546791452226
"더와이즈황병원",126.84297484890503,37.54217128222665
"새록공중화장실",126.92370223850996,37.603997953256865
"대학동주민센터",126.9370164484835,37.4706278374982
"연희동공중화장실",126.9186951974486,37.567837821500106
"중앙동주민센터",126.94974116056741,37.4842470816767
"홍제1공중화장실",126.9554557601967,37.58765526550296
"참새공중화장실",127.0547350093827,37.66608533704322
"청룡동주민센터",126.94166624523972,37.479186467041046
"동교1공중화장실",126.92603387030834,37.55720051480405
"서림동주민센터",126.93496497635502,37.47507435367133
"송파주유소화장실",127.14434690981942,37.49367750395175
"남성주유소화장실",127.11401207451843,37.51254497246653
"불암산공중화장실",127.07946923727546,37.66197031343946
"잠실4동주민센터",127.11224909439562,37.52016036173849
"노해공중화장실",127.07110765317283,37.64867100993178
"한글비공중화장실",127.07372829934509,37.644936803156924
"중화리공중화장실",127.0805124474627,37.604120996645996
"안암동공중화장실",127.02157066106696,37.585309277673716
"양재1동우면주민센터",127.02670932939628,37.47167438503746
"북선공중화장실",127.02858021438931,37.59635012129899
"서초3동주민센터",127.01251289006456,37.48362771273394
"장위3동공중화장실",127.05243667329957,37.62085963558685
"방배2동주민센터",126.98555751399583,37.47975819992611
"잠원동주민센터/반포지구대관제센터",127.01405911226234,37.51492907190291
"신내공원화장실",127.08919134885736,37.61378709680159
"장독골공원화장실",127.0777057430929,37.53578102769709
"마포소방서",126.93317817764729,37.549505783611096
"잠실6동주민센터",127.10066284376472,37.518119132946836
"등나무공중화장실",127.06711960888563,37.640120785576336
"염리파출소",126.9456356438048,37.54179905956365
"한아름공원화장실",127.06969855403432,37.541552172073125
"발바닥공원화장실",127.03118648887704,37.65978305715926
"상계34동주민센터",127.08329142058143,37.672983954309565
"구기동공중화장실",126.9564205319983,37.60959042990158
"상계8동주민센터",127.05157063982132,37.666802315125466
"창신동공중화장실",127.01255416078158,37.578425561277655
"솔샘어린이공원화장실",127.02706013872098,37.61815232833295
"옥수동주민센터",127.01346065552075,37.543746703958256
"벌리어린이공원화장실",127.04444532588279,37.62757956353906
"용답동주민센",127.05557326166702,37.564087359905656
"오현어린이공원화장실",127.04648751545072,37.62373955760069
"오륜동주민센터",127.13429619680926,37.515450677103026
"장위3동주민센터",127.05662193456331,37.61659913998502
"은행나무공원화장실",127.04379166864408,37.64964952151332
"돈암1동주민센터",127.02639993931112,37.60342800617311
"뱃골공원화장실",127.04501974288657,37.646582048360166
"노원골공중화장실",127.06207348688496,37.67471203868168
"양지공중화장실",127.08913774848332,37.59034680043424
"서초4동주민센터",127.0153542370538,37.495920257927594
"봉화공중화장실",127.07744722215367,37.59815927339336
"상월곡동공중화장실",127.04523551202803,37.610438916292125
"방배3동주민센터",126.9990532918257,37.48037039821818
"구로1치안센터",126.87518055746284,37.491174676021785
"계남근린공원입구화장실",126.85435186770562,37.507491679339175
"고척근린공원소공원화장실",126.85255007560023,37.50344742500119
"서초1동주민센터",127.01904955604257,37.48881439446519
"홍제제2동주민센터",126.94940059056434,37.58609018938368
"중랑천제방2화장실",127.07826090526932,37.567918198825836
"신촌동주민센터",126.94349986989745,37.559554515369676
"평강공원화장실",127.10069353606909,37.54807013168559
"긴고랑어린이공원화장실",127.0910670990711,37.558908418341886
"연회동주민센터",126.9352922674309,37.5739326411028
"전농2공중화장실",127.05062099482677,37.58287744085758
"한빛어린이공원화장실",127.02289079665917,37.627728949330425
"왕십리제2동주민센터",127.03052184462298,37.56108728727919
"버드나무어린이공원화장실",127.03430367488043,37.63405970300499
"체육광장공중화장실",126.90303491002159,37.5843744139478
"남현동주민센터",126.97783588077178,37.474709994956314
"새락골공원화장실",126.9112122171825,37.59897630425898
"번남어린이공원화장실",127.0249481976235,37.635784198302794
"송정동주민센터",127.06956756004082,37.55452122500566
"봉수대공원화장실",127.09153289653572,37.606640466207004
"남가좌제2동주민센터",126.92389663039849,37.57841111594359
"샛강어린이공원화장실",127.03299930955119,37.639347376327656
"마장동주민센터",127.04546484962921,37.56630316033753
"꿈나라어린이공원화장실",127.02305463762814,37.58006665364434
"양재1동주민센터",127.03609743802976,37.48449334973461
"석관동주민센터",127.0614172785432,37.612980820997755
"풍납1동주민센터",127.12208935223096,37.53807180904078
"충숙공중화장실",127.07763716945139,37.64033526770178
"장위2동주민센터",127.05455009236123,37.61239361772213
"상암동주민센터",126.89475594621275,37.578337831014586
"목련공원화장실",127.09053880720666,37.54061262822879
"금모래공원화장실",127.08244091325886,37.53020325159589
"월천근린공원화장실",127.05090195579218,37.647573834261394
"상계67동주민센터",127.06699901623178,37.654919345259295
"창경궁공중화장실",126.9968089177383,37.57992920661832
"종암1동주민센터",127.03150647712312,37.60006420722562
"금호1가동주민센터",127.02167179897378,37.55487493123123
"성북2동공중화장실",126.99383521058428,37.59625162962688
"방배1동주민센터",126.99449466699853,37.48334809644801
"삼선어린이공원화장실",127.00901321709853,37.58236297231129
"우성스포츠센터",126.90983237468618,37.49238614627172
"프레곤빌딩",126.90457509912622,37.48612718078578
"하림빌딩",127.01664600669827,37.49428349959237
"크레신타워",127.01847813152571,37.518195183969375
"한주실업빌딩",126.94395989534347,37.513500887007005
"백광빌딩",126.94944132673054,37.48202003578588
"서원빌딩",126.94605749195469,37.48224135319379
"SC한보건설/귀족",127.12062615601779,37.527955229634735
"브라운스톤천호",127.12382208485906,37.53803874941219
"동우빌딩",127.13856695580252,37.53505026778164
"중부빌딩",127.13773224672887,37.534676480372305
"일동빌딩",127.12627274769703,37.53822193303926
"24시목포독천낙지",127.12645076662243,37.54619034813657
"태성프라자",127.12778197832402,37.55164308479295
"삼정빌딩",127.12719633394077,37.55008363501574
"동성빌딩",127.17271500776569,37.550260473610805
"흰돌교회",126.9027716500649,37.49101959700149
"행진빌딩",126.93329106469297,37.518838584805266
"한경빌딩",126.89937903678832,37.496780437561746
"송림빌딩",126.89930279195956,37.502979990680565
"동화빌딩",126.97297540786496,37.562583518437265
"선일빌딩",126.99652849819151,37.55960836086665
"대한극장",126.99537469015158,37.56114300675106
"신아빌딩",126.97305081670383,37.56492744841905
"신영빌딩",127.02157903823556,37.565352916084045
"미래프라자개방화장실",126.92416138698059,37.55670045154594
"논현빌딩",127.02033851686022,37.51144508767943
"머리재빌딩",126.99831855298247,37.481098602769315
"동국한방병원",126.99235094545794,37.49027433527269
"예스씨제일은행",127.04784053475281,37.47418570827297
"미켈란107빌딩",127.06044017296423,37.51489453645569
"명품",127.12506014119563,37.49337006092684
"대우유토피아",127.10761550673489,37.515455313028795
"마포원조개방화장실",126.94181596529987,37.540838296491934
"입석빌딩개방화장실",126.91559300262541,37.5614886970528
"청기와예식장개방화장실",126.91855743245657,37.55707720772586
"롯데리아",127.14381566120896,37.55301161919374
"아시아선수촌 B동상가",127.07689838147917,37.508596451580026
"보림빌딩",126.9859063042395,37.56425953520439
"보승빌딩",126.9867879088086,37.56587470435472
"삼구상사(주)",126.98080545627715,37.563853976106095
"한국교육학술정보관",127.00465328332467,37.56422021676201
"안말어린이공원 공영주차장",127.12992147001792,37.53128608578535
"KTF센터",126.94116937728829,37.51328756352046
"이데아빌딩",126.94226708998326,37.513273966165585
"도봉소방서 삼각산 파출소",127.01558068036842,37.619896842634205
"세이브마트개방화장실",126.91762219426747,37.58668215685881
"서울병원개방화장실",126.93076556246416,37.608799034818404
"세광교회개방화장실",126.91302922343215,37.61466479256961
"영신상가",126.90684412257389,37.519907806324404
"오사빌딩",126.98151404128853,37.48093096747085
"대흥빌딩",126.98534940092775,37.564223461580895
"동원빌딩",127.01653322806412,37.56433201870572
"삼성생명대치타워",127.0535691308521,37.50556234809761
"성원개발",127.06127596936894,37.506904591683366
"동도상가",127.03783778733563,37.52828255489711
"동서상가",127.03887285526778,37.528008509687865
"야구회관",127.03266165526172,37.488367063104704
"성담빌딩",127.05077016291712,37.505775830204655
"중구청소년수련관",127.01247512689223,37.55196113795373
"케이티중앙지사",126.98265825452533,37.56186876289762
"GS휘경주유소화장실",127.06715048007636,37.591205679370866
"팔팔주유소화장실",126.96673768213225,37.4873249996332
"남성주유소화장실",126.98196953367963,37.488749427675735
"길동해뜨는주유소화장실",127.14617511474927,37.53606705630191
"길동주유소화장실",127.141181187673,37.533492251835995
"화성빌딩",126.89890197384187,37.45740953680849
"강강술래",126.90143879138844,37.450782099687316
"김안과병원",126.90149234529358,37.51984623783488
"약사신용조합",126.95966037473009,37.47893878744011
"도시의빛2",127.02862404527946,37.4949248565964
"대원빌딩",127.02552294545549,37.50141373413085
"프레스티지빌딩",127.03038553419249,37.49490728139182
"종이나라",127.00606531088401,37.559715736547226
"세영정형외과",126.90431442228291,37.47967177520407
"관악농협",126.90276550203846,37.47942729652184
"예가람상호은행",126.88798478912825,37.52287528447542
"삼환상가제중한의원",126.88701382061672,37.52301767949333
"협진축산물도매시장",126.89628275616171,37.46636836401686
"노보텔",126.8984176189539,37.46763547986176
"연대앞공중화장실",126.9343339577044,37.560073952677186
"홍제3공중화장실",126.94773410153684,37.594543879500485
"만리공중화장실",126.96224920473297,37.55192071382412
"둔촌2동주민센터",127.14198537619646,37.53337672602625
"고덕소방관피출소",127.15202368996171,37.55722947955758
"정릉1호공중화장실",127.0056715177044,37.6187596272543
"새내쉼터화장실",127.10764412075709,37.51211454320157
"오금공원테니스장화장실",127.13398674122641,37.50100891914838
"개롱공원관리동화장실",127.13007346251203,37.49343560334604
"삼선빌딩",126.97710219735032,37.5573935460615
"전국은행연합회",126.98550163336465,37.565098858035334
"그랜드프라자",127.11987302086116,37.512501392033
"홍진빌딩",127.14134866075018,37.501348136981946
"대한생명빌딩",126.97552785011635,37.557605295316684
"강북종합시장개방화장실",127.02567422441435,37.642123547202466
"은혜교회",126.8549246403511,37.50693210801348
"성신고려의원",126.89413308895567,37.46672767482153
"공릉동공중화장실",127.08696487385482,37.62087652539486
"벽운공중화장실",127.05721771214331,37.68032626712474
"동북쇼핑개방화장실",127.01874675387906,37.62020253862566
"적암빌딩개방화장실",126.93996768756286,37.555787008704606
"오송빌딩",126.98208216575847,37.48931694651459
"태농빌딩",126.98149243379609,37.48288489194476
"청화병원",126.94025242924384,37.50725757039042
"대우메트로빌개방화장실",126.95292576615337,37.54340525162733
"마포창업복지관개방화장실",126.88997655571842,37.57431168192984
"중앙하이츠상가",126.94996266829222,37.49939540778417
"광진빌딩",126.88881802538826,37.49483434527686
"21세기주유소화장실",126.905531757132,37.48717043008348
"동아주유소화장실",126.92922880791392,37.557540428025504
"망원동주유소화장실",126.90727268093032,37.55873638651274
"동양한강트레빌개방화장실",126.91484736568893,37.5495342061664
"성지빌딩개방화장실",126.94630461396798,37.54136172482674
"DMC산학연구개방화장실",126.89062011317178,37.57600518551066
"동성빌딩",126.90268555736476,37.46451229720237
"택민빌딩",126.86659288361739,37.54976617027583
"등촌빌딩",126.86260964602448,37.54512489910262
"(주)새서울개발주차장",126.8285527792374,37.53282613798407
"중계주유소화장실",127.05861164878033,37.65497903616423
"하계삼호주유소화장실",127.07231054168611,37.6335834411509
"하계주유소화장실",127.07040031361034,37.6421255416182
"대경주유소화장실",127.04346619046984,37.66643066345802
"한영주유소화장실",127.05740727170935,37.58847664286867
"파리공원화장실",126.87703605180343,37.5347930944751
"오목공원화장실",126.87329668525396,37.528007714746046
"양천공원화장실",126.86818097476429,37.518018136014256
"도봉산입구무인자동화장실",127.0449805733297,37.68851169732966
"다락원주유소화장실",127.04535877686911,37.688340795807726
"잔다리공중화장실",126.91279351545639,37.55461082412858
"와우산공중화장실",126.92912053155995,37.55200818551641
"홍익공중화장실",126.92333359592257,37.5522683699795
"노고산2공중화장실",126.93476932701331,37.55413754481575
"서교1공중화장실",126.915422358324,37.55191128147163
"신트리공원화장실",126.8565150344231,37.514621201680704
"노원주유소화장실",127.07514556623369,37.62024852179872
"삼육주유소화장실",127.11045181286596,37.639611683388864
"상계주유소화장실",127.06623498791589,37.655905824583535
"역말공중화장실",126.91414153454993,37.60682124576779
"신흥공중화장실",126.91186813039305,37.59607205905243
"창서공원공중화장실",126.93553093207086,37.55682821794361
"살피재주유소화장실",126.951414810996,37.4983349472126
"옥돌빌딩",127.027253249497,37.60634178513621
"장석빌딩",127.05673863358268,37.61641985963286
"상일동주민센터",127.16554066424129,37.55167130989237
"암사3동주민센터",127.1407556054444,37.55506645282384
"성내3동주민센터",127.13286742758497,37.52608965891861
"개포출장소",127.07372276899306,37.48802677901673
"소방파출소",127.14444385194064,37.54104658651287
"정수빌딩",127.02329712176339,37.57969010361306
"수서동주민센터",127.10502854474568,37.48896448719328
"세곡동주민센터",127.10692903746119,37.46917499615443
"은경빌딩개방화장실",126.92313744180287,37.60029366065954
"개포2동주민센터",127.0691393716819,37.48984640077694
"양재천무인자동화장실",127.04061348046265,37.47668178169244
"부룡빌딩개방화장실",127.05113075884323,37.56847207043331
"경우회관개방화장실",126.92231571169067,37.603101159578976
"우풍골개방화장실",126.92494483745394,37.60374093425596
"한샘빌딩개방화장실",126.92021910927132,37.62668459755168
"황금충전소화장실",127.07588827878675,37.594149863742366
"신설공중화장실",127.02420002811223,37.57382888991166
"금호4가공중화장실",127.02055503728505,37.548177280723685
"길1동주민센터",127.14265951221967,37.534699003982546
"종합시장D동상가본관지하1층개방화장실",127.00732926133138,37.57082067006839
"종합시장D동상가본관지상3층개방화장실",127.00719146106184,37.57050838895363
"버거킹(종로구청점)개방화장실",126.9805121186735,37.57251647364106
"녹번시장개방화장실",126.9304419339034,37.60059882581242
"개포우성3차상가",127.05609356877764,37.48405150422919
"엠-프로젝트",126.99975230994849,37.58356019353602
"제분빌딩",126.97534893351617,37.55886771576421
"금호3가동주민자치센터",127.01982745163446,37.549573003020726
"국화공중화장실",127.07598533560487,37.636936437675416
"반포제4동사무소",126.99550527909803,37.49869668661199
"목2동공중화장실",126.88204814334783,37.545174570520025
"중랑천장안교무인자동화장실",127.07916195427975,37.577597386291835
"한국전력공사영등포지점",126.89278436600875,37.52034540715541
"정릉2호공중화장실",127.00640886040625,37.620673388528864
"세지충전소화장실",126.88862084670549,37.51750201071874
"신월청소년독서실",126.83561958803543,37.51906005273684
"양평동충전소화장실",126.89105771982793,37.52807785792891
"목동공원화장실",126.8799883900771,37.54647825860305
"성동구보건소분소",127.024063597972,37.55300324772476
"신정3호공중화장실",126.85381819446472,37.5186628894746
"오복주유소화장실",127.0475743407198,37.66233336422579
"종암우체국",127.03584094067772,37.59602347524555
"신중계주유소화장실",127.0496878085075,37.66171158678679
"석관동우체국",127.05245604357135,37.60876350890907
"삼원주유소화장실",127.0632252904532,37.590136681729504
"충정로우체국",126.96600632718905,37.56588973058591
"예지공원화장실",127.07319124991128,37.491983742333254
"가좌지구대",126.92405769604292,37.57605135122064
"용강주유소화장실",126.93883311521348,37.54297647485789
"영2치안센터",126.91213976578337,37.51932575785941
"서강주유소화장실",126.92850103168908,37.5474162007821
"영등포2동자치센터",126.91069126617904,37.52038535990757
"두꺼비주유소화장실",126.92500853257627,37.56603794193726
"영등포경찰서중앙수사대",126.90753414249932,37.51801240629486
"목동청소년회관",126.87550567152473,37.53073531779995
"대흥가스충전소화장실",126.83217027565506,37.530974367027625
"강서교육청",126.82940530243575,37.541563012576006
"영등포소방서",126.92220959375625,37.510439707100794
"송파나루동호화장실",127.10456947410611,37.51212592913569
"한국철도공사신길역",126.91629525458454,37.51716644420179
"명일주유소화장실",127.14409227639472,37.554485402413704
"여의공원지구대",126.92694266327233,37.529758543963375
"동서울주유소화장실",127.1702443182412,37.545178961620806
"도봉주유소화장실",127.04572938111835,37.68435419613364
"성북세무소",127.01092092082024,37.588027081659924
"현대주유소화장실",127.04410360067445,37.674435657302425
"돈암동우체국",127.01570498885285,37.590216958427185
"목3동주민센터",126.86446972268126,37.54474204367381
"관악산1화장실",126.94619786673802,37.458913992159836
"신월제6동주민센터",126.84370434369094,37.51610377507183
"관악산2화장실",126.94717449956224,37.455075433720864
"벼룩시장공중화장실",127.0337360580631,37.483801319418156
"신길종합사회복지관",126.92143943451521,37.51118441260159
"수락산공중화장실",127.05721771214331,37.68032626712474
"선천주유소화장실",126.98332704206,37.494953136258225
"후암동주민센터",126.9781718243156,37.54871118553836
"왕림주유소화장실",126.9832837087245,37.492817891045355
"후암119안전센터",126.97768836793465,37.54902098554847
"장안동가스충전소화장실",127.05878925570035,37.562993938432804
"영등포경찰서",126.90119270117664,37.52598706074221
"장안엘피지충전소화장실",127.06719898441948,37.57618871308511
"당산1동주민자치센터",126.8973535444944,37.52502422580466
"홍릉가스충전소화장실",127.041232835812,37.59103669491068
"영등포구청",126.89614881825906,37.526402077502084
"한전영등포변전소",126.89438657907597,37.5196967935037
"우이동공중화장실",127.01338493131877,37.662436119464175
"노동부중앙고용정보관리사",126.89016033859171,37.517388424011955
"목련공원화장실",127.1391816307568,37.498979548391546
"홍은지구대",126.94643487612714,37.5952355405548
"누에머리공원화장실",127.14242173341417,37.50309859802508
"홍재유체국",126.94611279882668,37.58670540073987
"방아다리주유소화장실",127.15553168945303,37.54601892901075
"양평2동주민자치센터",126.89592865526782,37.53778320906853
"명일동주유소화장실",127.1558605556842,37.55300805947599
"강서세무서",126.89567131473108,37.53444273093564
"신월제4동주민센터",126.8401158394236,37.52468701136722
"흑석동주유소화장실",126.96524554071668,37.50793868389976
"한강로동주민센터",126.96907340646722,37.52939565780498
"골마을공중화장실",127.07402850733762,37.63868124969791
"방아2동주민센터",127.11447371770225,37.5145607508238
"한내공중화장실",127.06896425854549,37.62324944919641
"성북일자리센터",127.01819653420388,37.58912714944693
"장위동우체국",127.05548535465955,37.61268291086187
"구립신월2동청소년독서실",126.84703914919257,37.52149630729919
"화랑대주유소화장실",127.0807493302706,37.61961265388702
"장위3치안센터",127.0533537718174,37.62024625905156
"청원제일주유소화장실",126.92407297731869,37.55751040618927
"석관지구대",127.06330690467196,37.61129433001805
"청기와주유소화장실",126.92154729502028,37.55565985039151
"성북등기소",127.01932657301539,37.583863236970224
"영평동우체국",126.89712618985806,37.53651158675181
"둔촌주유소화장실",127.13727677072819,37.52930375734903
"양평1동주민자치센터",126.88825933730313,37.52364026616515
"덕마가스충전소화장실",127.04492076362571,37.54876005520152
"영등포세무서",126.89264408545066,37.525377724001615
"동부충전소화장실",127.05233098878715,37.550587699239415
"국립농산물품질관리원시험연구소",126.89450472821788,37.528642997818274
"장위가스화장실",127.06065996146333,37.61331405873851
"양평1동지구대",126.88969752693076,37.5227196072639
"한마음공중화장실",126.90806375710514,37.55457338338719
"반포본동사무소",126.98611902791635,37.50049024643804
"월드컵시범공중화장실",126.90080719630598,37.565448734799645
"반포2동사무소",126.99448800060817,37.504583613181175
"태능솔밭주유소화장실",127.08556763074986,37.62588397838959
"삼선동주민센터",127.00747674171849,37.58566258804627
"동일로주유소화장실",127.05575405608161,37.67651242463192
"면목5동공중화장실",127.0804078524839,37.58128359429456
"문래청소년회관",126.89401444177675,37.51887043342735
"묵2동공중화장실",127.07342054022446,37.61550696481757
"영등포노인종합복지관",126.89016011524538,37.51693344338318
"수락산주유소화장실",127.05582538853808,37.68662576139618
"대한결핵협회",126.90958088370884,37.527676057948774
"동서울충전소화장실",127.05948182219957,37.58967370027041
"당산동우체국",126.89644757828381,37.5236799490352
"송이공원화장실",127.1189116550116,37.50130527211917
"서대문구청",126.93652084176043,37.5794942590413
"웃말공원화장실",127.12302748190693,37.50233862281712
"서대문청소년수련관",126.9384177388871,37.57892634208116
"백토공원화장실",127.1325968188138,37.50820891573265
"서대문구보건소",126.93628623780903,37.578594149674956
"상계동주유소화장실",127.07113179993124,37.65832140006633
"성북소방서",127.03170517510425,37.602412088675834
